timestamp,average,minimum,maximum
2023-09-16T23:40:00.000Z,92.314,91.06,93.77
2023-09-16T23:45:00.000Z,91.625,90.68,92.39
2023-09-16T23:50:00.000Z,92.409,91.16,94.83
2023-09-16T23:55:00.000Z,91.876,91,93.99
2023-09-17T00:00:00.000Z,92.013,91.1,93.83
2023-09-17T00:05:00.000Z,92.528,91.69,94.46
2023-09-17T00:10:00.000Z,92.04,90.38,95.03
2023-09-17T00:15:00.000Z,92.597,91.36,94.85
2023-09-17T00:20:00.000Z,92.225,90.82,96.5
2023-09-17T00:25:00.000Z,92.307,90.84,94.98
2023-09-17T00:30:00.000Z,92.386,90.46,95.27
2023-09-17T00:35:00.000Z,92.426,90.98,94.07
2023-09-16T22:40:00.000Z,92.181,91.02,95.12
2023-09-16T22:45:00.000Z,92.199,91.34,93.71
2023-09-16T22:50:00.000Z,92.082,90.98,93.39
2023-09-16T22:55:00.000Z,92.175,91.01,94
2023-09-16T23:00:00.000Z,92.499,91.01,94.43
2023-09-16T23:05:00.000Z,92.177,90.87,93.6
2023-09-16T23:10:00.000Z,92.477,91.39,94.49
2023-09-16T23:15:00.000Z,92.18,91.06,94.35
2023-09-16T23:20:00.000Z,92.147,91.12,95.58
2023-09-16T23:25:00.000Z,92.273,91.36,95.7
2023-09-16T23:30:00.000Z,92.132,91.1,94.47
2023-09-16T23:35:00.000Z,92.287,91.02,94.69
2023-09-16T21:39:00.000Z,92.136,91.33,93.29
2023-09-16T21:44:00.000Z,92.201,91.19,95.75
2023-09-16T21:49:00.000Z,92.23,91.4,94.48
2023-09-16T21:54:00.000Z,92.129,91.1,95.47
2023-09-16T21:59:00.000Z,92.322,91.47,94.57
2023-09-16T22:05:00.000Z,92.234,91.2,94.95
2023-09-16T22:10:00.000Z,92.169,91.04,94.63
2023-09-16T22:15:00.000Z,92.032,90.75,94.83
2023-09-16T22:20:00.000Z,92.297,91.34,95.27
2023-09-16T22:25:00.000Z,92.278,91.4,94.58
2023-09-16T22:30:00.000Z,92.115,90.87,94.15
2023-09-16T22:35:00.000Z,92.181,90.92,95.03
2023-09-16T20:39:00.000Z,92.016,90.61,94.24
2023-09-16T20:44:00.000Z,92.183,90.86,95.16
2023-09-16T20:49:00.000Z,92.277,91.37,95.12
2023-09-16T20:54:00.000Z,92.043,90.71,95.55
2023-09-16T20:59:00.000Z,91.823,90.73,94.76
